3.926470364369114563e+00 1.608377181327802274e+00
3.661174322350650545e+00 8.181334126878990531e+00
8.660435363591249214e+00 2.516405229827229917e+00
6.675799595583687740e+00 9.693549275757968431e+00
1.254112652168130060e+00 1.758353590599606164e+00
9.332880754839033344e+00 3.602923342298280929e+00
9.586011266974926670e+00 6.923904473699405315e+00
1.624098829558914936e+00 8.676334423562101605e+00
8.788596927986061402e+00 1.765709466749688650e+00
6.347127324156521588e+00 3.305326127380614043e+00
6.994674915836745832e+00 5.168316980538396610e-01
7.596635764692942772e+00 8.598625366741631026e+00
3.991535897024672153e+00 5.597594348979488821e+00
8.994355480033936701e+00 2.991457132896889082e+00
8.610044869200585538e+00 6.378771627528045052e+00
8.290418621921942233e+00 7.276901224909392063e+00
4.138762604748166041e+00 7.763341640768998353e+00
3.757807047161157432e-01 6.179571289507455489e+00
2.683654627221314204e+00 5.975604659412711017e-01
7.485684218442974824e+00 4.911373927360783931e+00
6.735838691787598975e+00 1.720041105431170392e+00
9.575697845933802910e+00 3.111031935016444372e+00
2.218843228359629549e+00 2.717266988157636565e+00
6.185469505594809903e+00 7.200674640663367931e+00
6.482382565168908428e+00 5.944643206646976097e+00
6.898048735482983140e+00 2.977711736408094723e+00
1.166374306974281128e+00 4.041167735957730933e+00
1.152323703931995791e+00 7.269244948029010445e+00
9.333811701865888821e+00 7.409626343845479468e+00
8.046363265234377504e-01 6.631233732171287976e+00
5.924429602314654986e+00 9.906529614819154617e+00
7.179985071515552875e+00 3.548296096851892401e+00
1.936786157506787953e+00 6.484575705443431204e+00
6.213233944810219178e+00 9.478966792614158976e+00
1.329632253068132375e+00 8.280317701943424424e+00
7.732131488063215485e+00 2.240746409211347157e+00
1.088783315527261042e+00 4.625178859414148747e+00
2.047858308137378902e+00 8.459430817604733477e+00
4.364877814789998034e+00 6.137777367146678209e+00
7.545569346298659497e+00 9.115223310301285409e+00
1.914730312539094648e+00 5.936938455439078055e+00
2.525064323341385641e+00 2.156030620880960758e+00
4.961306491525089513e+00 1.206042698017026460e+00
7.070246095021426314e+00 2.342490759626476127e+00
3.164733979499088079e+00 3.767269604792687687e+00
2.764766605868034688e+00 1.406021995745244890e+00
3.515800968436241902e+00 4.305312614469927190e+00
8.053386468097260220e+00 5.236446868391920972e+00
4.572173836920669920e+00 6.700428823988878735e-01
1.140028152045427623e+00 2.827517882732699217e+00
3.481397839363276070e+00 7.623032232583261347e+00
5.817502022037503551e+00 5.701749257740384103e+00
5.223563427909382995e+00 3.634562106523706149e+00
9.862646803713095878e+00 6.022713163716497675e+00
9.033229014887545816e+00 6.775499322866528118e+00
3.314584987746158173e+00 1.665578920455569323e+00
3.045585702752246604e+00 9.610067346391943488e+00
4.806418528273339597e+00 7.737039131509385825e+00
2.780255917766416562e+00 2.750582636867651587e+00
2.166878221742933430e+00 4.409220840149107090e+00
9.563199567415663349e-01 2.179010024338482232e+00
8.847010276314895449e+00 7.274670768506240393e+00
5.497212478346358289e+00 9.518232675017189726e-01
6.909955836325286427e+00 4.555052695685212427e+00
2.824823542868927895e+00 5.973283032416997429e+00
4.155527779305813851e+00 4.358503464357977641e+00
3.036549603278213549e+00 8.965625793123377818e+00
7.963204901717358730e+00 7.903362771570887624e+00
8.781362472549536946e+00 3.591124142496453508e+00
7.953628580488571131e+00 9.549701598146322912e-01
9.973679225271251170e+00 5.415927410014179877e+00
6.233938038709759155e+00 1.983939443297468852e+00
9.648843931358783266e+00 5.025015278897138948e+00
5.616460473514840679e+00 6.311910647963968835e+00
1.744631753710780941e+00 4.013114061246032094e+00
3.716263278636308787e+00 3.524241883323087077e+00
5.312685371768943732e+00 4.171147658443898010e+00
4.145114645619886851e+00 6.697761843288674299e+00
5.291310988545300020e+00 8.101890581117803691e+00
4.690799683115934648e+00 5.466666140184994305e+00
4.991403629848382373e+00 0.000000000000000000e+00
2.128068968297240904e+00 9.057169891898535496e+00
9.018694249551437281e+00 7.899328218490976106e+00
7.871804209491235937e+00 4.474972794161098832e+00
5.949627849476062380e+00 2.652840757382761705e+00
5.038269779812800664e+00 6.027050353878840028e+00
4.633984497159747917e+00 3.304514950007013674e+00
3.504944706583330127e+00 1.935588427789579069e-01
8.649550927377836373e+00 8.374335943635763613e+00
6.627943214975306141e+00 7.499447485708055083e+00
4.696410429743465009e-01 4.854005894188596848e+00
6.411395775790393325e-02 5.796874932860535345e+00
9.359711867275450459e+00 2.596904727772501253e+00
5.273312981184695714e-01 7.178153144612383407e+00
5.229099462149724431e+00 7.287293161134556385e+00
4.338848651989446026e+00 9.416188903602913385e+00
6.296875737880325730e+00 5.289945512212516299e+00
5.107740737620140692e+00 5.318122870916850431e-01
7.924869678245487492e+00 1.514104188068504664e+00
7.474473208953186010e+00 1.223838527055891578e+00
8.178990892406988067e+00 6.726862156851385777e+00
2.594742565913137788e+00 8.565667027647377196e+00
4.489114617510118421e+00 1.751210079014176468e+00
3.906806946629643562e+00 6.133051739110905176e-01
3.624293389814592814e+00 4.969984572048772087e+00
5.890499788317294261e+00 1.424017783505179047e+00
8.462573234329850536e+00 4.174423279954802446e+00
2.852169191003549820e+00 7.699568039409637521e+00
6.168974172046718607e+00 8.980308392159678021e+00
7.452246325110641223e+00 6.571629008392265714e-01
